OTU ID,taxonomy,abundance,relative_abundance,kingdom,phylum,class,order,family,genus,species,study_id
198192,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,7.0,0.0006329113924050633,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
184494,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
545061,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,35.0,0.0031645569620253164,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri,MGYS00001248
844750,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,6.0,0.00054249547920434,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
352503,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__,9.0,0.0008137432188065099,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,MGYS00001248
181421,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,6.0,0.00054249547920434,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
199301,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
185988,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,190.0,0.017179023508137433,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,MGYS00001248
198521,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,8.0,0.0007233273056057866,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
344154,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,7.0,0.0006329113924050633,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uniformis,MGYS00001248
514988,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,SMB53,,MGYS00001248
198011,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,8.0,0.0007233273056057866,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
549837,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__,3.0,0.00027124773960217,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,MGYS00001248
174998,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,MGYS00001248
179826,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,13.0,0.0011754068716094033,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
335577,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,4.0,0.0003616636528028933,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
192720,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,4.0,0.0003616636528028933,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
574102,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__,54.0,0.00488245931283906,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,,MGYS00001248
521259,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,4.0,0.0003616636528028933,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
308544,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,10.0,0.0009041591320072332,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
532203,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,190.0,0.017179023508137433,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
292633,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
209685,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,10.0,0.0009041591320072332,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
348642,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],gnavus,MGYS00001248
309795,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
194648,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,20.0,0.0018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
362371,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,7.0,0.0006329113924050633,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
359809,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__,175.0,0.015822784810126583,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,,MGYS00001248
287978,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,96.0,0.00867992766726944,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
301149,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,14.0,0.0012658227848101266,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
518389,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,102.0,0.00922242314647378,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
188433,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
199745,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,41.0,0.0037070524412296563,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
197552,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,13.0,0.0011754068716094033,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
366651,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
173996,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
194896,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
329274,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
197367,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,6.0,0.00054249547920434,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
523418,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__,7.0,0.0006329113924050633,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,,MGYS00001248
301253,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,2.0,0.00018083182640144665,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri,MGYS00001248
169600,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,8.0,0.0007233273056057866,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,MGYS00001248
4414914,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Anoxybacillus; s__kestanbolensis,2.0,0.00018083182640144665,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,kestanbolensis,MGYS00001248
199268,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,56.0,0.005063291139240506,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,MGYS00001248
4307309,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__,3.0,0.00027124773960217,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,MGYS00001248
350105,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__,2.0,0.00018083182640144665,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,MGYS00001248
197524,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,10.0,0.0009041591320072332,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
360837,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
249493,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__,6.0,0.00054249547920434,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,MGYS00001248
580629,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,308.0,0.027848101265822784,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
195061,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__,2.0,0.00018083182640144665,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,,MGYS00001248
525966,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,9.0,0.0008137432188065099,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,MGYS00001248
168313,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,10.0,0.0009041591320072332,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
185769,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,33.0,0.0029837251356238698,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,MGYS00001248
329096,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,8.0,0.0007233273056057866,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
593422,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,20.0,0.0018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
198422,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
